,saliency,display_index,word_length,sentence_length,relative_word_frequency,lemma_polarity,normalized_saliency_rank,word_position,human_importance_rating,capitalization,dependency_relation,sentence_id,worker_id,visualization_condition,condition_order,completion_time_ms
2166,0.15,66,5,6,0.0023477054410828892,0.0,0.5,4,4,other,advmod,reviews-035993-0003,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,5496
2167,0.0366,67,1,6,0.09994524792307666,0.0,1.0,6,3,other,punct,reviews-001325-0003,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,5993
2168,0.006959999999999999,68,4,8,7.339886609863756e-05,0.0,0.75,6,4,other,compound,reviews-346563-0004,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,4106
2169,0.8340000000000001,69,10,2,0.0,-0.31108,0.5,1,7,first_upper,root,reviews-025894-0004,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,2744
2170,1.0,70,6,1,0.0,0.6351100000000001,1.0,1,7,first_upper,root,reviews-354474-0005,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,2897
2171,0.027880000000000002,71,9,7,0.0,0.0,0.5714285714285714,5,3,other,nsubj,reviews-255757-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,4068
2172,0.191,72,6,8,0.0003621413879560791,0.41178000000000003,0.125,5,4,other,parataxis,reviews-012047-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,4001
2173,0.113,73,5,4,0.0009044312596261367,0.21994,0.75,3,3,other,obj,reviews-229100-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,5619
2174,0.158,74,1,3,0.09994524792307666,0.0,1.0,3,4,other,punct,reviews-038523-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,6697
2175,0.0387,75,7,3,0.0006447610383881966,0.0,1.0,2,1,other,root,reviews-146820-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,3845
2176,0.0394,76,7,6,0.0,0.02895,0.8333333333333334,1,3,first_upper,amod,reviews-025894-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,4424
2177,0.0205,77,7,7,0.0006447610383881966,0.0,0.7142857142857143,6,3,other,nmod,reviews-392826-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,8620
2178,0.866,78,3,4,0.0037586266722922494,-0.38925,0.25,2,7,other,advmod,reviews-341750-0006,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,3962
2179,0.019166666659999998,79,6,11,9.070920630109688e-08,0.0,1.0,10,5,other,nmod,reviews-314880-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,4208
2180,1.0,80,6,1,0.0,-0.15794,1.0,1,7,first_upper,root,reviews-128808-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,2981
2181,0.0687,81,3,10,0.022202272580076426,0.0,0.6,7,4,other,cop,reviews-059655-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,5574
2182,0.153,82,5,2,0.0008591824838829394,0.0,1.0,1,3,other,compound,reviews-169610-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,3439
2183,0.379,83,5,8,0.0006918391164584659,0.64445,0.125,4,4,other,amod,reviews-188382-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,2708
2184,0.0172,84,7,6,0.0,0.0,1.0,1,2,first_upper,advmod,reviews-126134-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,5100
2185,0.0135,85,1,7,0.09994524792307666,0.0,1.0,7,5,other,punct,reviews-206303-0005,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,3677
2186,0.7070000000000001,86,11,2,5.239968483993363e-05,0.36457,0.5,2,6,other,root,reviews-001325-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,244460
2187,0.231,87,5,11,0.0019608155580076608,0.0,0.09090909090909093,10,5,other,obl,reviews-214912-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,4978
2188,0.662,88,4,3,5.941453012721845e-06,-0.71127,0.3333333333333333,2,5,other,root,reviews-241108-0003,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,2470
2189,0.44299999999999995,89,6,9,1.817207766231974e-05,-0.69091,0.1111111111111111,3,4,other,root,reviews-174824-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,3110
2190,0.0171,90,2,11,0.05288095765216515,0.0,0.7272727272727273,9,5,other,case,reviews-346074-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,4934
2191,0.8009999999999999,91,5,2,0.0,0.0934,0.5,2,7,first_upper,root,reviews-235190-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,2746
2192,0.0571,92,1,8,0.09994524792307666,0.0,0.875,8,3,other,punct,reviews-187163-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,5194
2193,0.667,93,9,4,0.0,0.8192299999999999,0.25,1,5,first_upper,amod,reviews-080814-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,2978
2194,0.0333,94,2,7,0.019381276736916517,0.0,0.7142857142857143,4,3,other,cop,reviews-210153-0003,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,5715
2195,0.381,95,7,6,0.0,0.7202,0.16666666666666666,1,4,first_upper,amod,reviews-289763-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,4336
2196,0.8340000000000001,96,3,2,3.1899404215885733e-06,0.0,0.5,1,7,other,root,reviews-103519-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,3526
2197,0.0883,97,8,4,0.0,0.0,1.0,3,2,first_upper,amod,reviews-250878-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,24789
2198,1.0,98,5,1,0.0,0.0,1.0,1,7,first_upper,root,reviews-187163-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,6676
2199,0.172,99,6,2,0.0011072872813174897,0.1814,1.0,2,7,other,root,reviews-002317-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency-corrected,bars__saliency-corrected__saliency,3200
2200,0.0523,100,2,2,0.014863943144920837,0.0,1.0,2,7,other,root,reviews-037179-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,2853
2201,0.0677,101,10,7,0.00022161770919462982,0.0,0.5714285714285714,2,2,other,nsubj,reviews-369608-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,5231
2202,0.267,102,5,7,1.3923863167218369e-05,0.0,0.2857142857142857,6,4,other,nmod,reviews-217747-0003,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3840
2203,0.11699999999999999,103,1,4,0.0,-0.19821,0.75,1,3,all_upper,nsubj,reviews-229100-0008,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4390
2204,0.0327,104,1,8,0.03635141206114357,0.041280000000000004,0.875,5,1,other,det,reviews-212369-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4025
2205,0.6779999999999999,105,3,3,0.0,-0.38925,0.3333333333333333,1,7,first_upper,advmod,reviews-343813-0006,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,2795
2206,1.0,106,7,1,0.0,-0.39292,1.0,1,7,first_upper,root,reviews-042085-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,2602
2207,0.0309,107,4,11,0.00021525294655250291,0.0,0.5454545454545454,9,1,other,advmod,reviews-314024-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,6913
2208,0.0973,108,7,7,0.0006447610383881966,0.0,0.5714285714285714,3,3,other,conj,reviews-266955-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4298
2209,0.256,109,5,2,0.0,0.64445,1.0,1,3,first_upper,amod,reviews-353891-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3294
2210,0.0382,110,2,4,0.019381276736916517,0.0,0.75,2,6,other,cop,reviews-212369-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3603
2211,0.833,111,7,3,0.0,0.7202,0.3333333333333333,1,7,first_upper,amod,reviews-085009-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3680
2212,0.6709999999999999,112,9,2,7.649809731392501e-06,0.36457,0.5,2,7,other,root,reviews-178726-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,27145
2213,0.00038199999999999996,113,2,9,0.009691568137822845,0.0,1.0,1,1,other,nsubj,reviews-120724-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4220
2214,0.0865,114,5,8,0.0002974808420644472,0.03325,0.75,5,3,other,acl,reviews-178726-0004,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4250
2215,0.033785,115,6,7,2.1165481470255934e-07,0.0,0.5714285714285714,6,1,other,acl,reviews-351950-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4540
2216,0.23800000000000002,116,4,5,0.000513640880679961,0.34355,0.4,4,4,other,nmod,reviews-363428-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,6613
2217,0.162,117,7,4,0.0,0.49549,0.75,4,6,first_upper,conj,reviews-153921-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,102478
2218,0.37,118,6,3,0.0,-0.23124,0.6666666666666666,1,4,first_upper,amod,reviews-118668-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4231
2219,0.9009999999999999,119,7,4,1.3394726130461971e-05,-0.7952600000000001,0.25,3,7,other,xcomp,reviews-346563-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3058
2220,0.18100000000000002,120,5,5,4.6866423255566723e-07,0.0,0.4,4,4,other,compound,reviews-229442-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4224
2221,0.0644,121,8,7,0.0,0.0,0.8571428571428571,1,2,first_upper,nsubj,reviews-343336-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4090
2222,0.00824,122,1,7,0.10789649946520877,0.0,0.7142857142857143,3,1,other,punct,reviews-357217-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4620
2223,0.3,123,5,6,0.0006156736195676449,0.0,0.3333333333333333,5,4,other,advmod,reviews-302465-0005,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,5612
2224,0.0413,124,10,7,0.0002971935962444937,0.0,0.42857142857142855,3,2,other,advmod,reviews-245928-0003,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,5284
2225,0.635,125,6,2,0.0,0.6351100000000001,0.5,1,6,first_upper,root,reviews-034858-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3706
2226,0.0606,126,1,8,0.09994524792307666,0.0,0.75,8,2,other,punct,reviews-059655-0003,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,5311
2227,0.0676,127,1,3,0.09994524792307666,0.0,0.6666666666666666,3,2,other,punct,reviews-241108-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3975
2228,0.0796,128,1,3,0.09994524792307666,0.0,0.6666666666666666,3,2,other,punct,reviews-229100-0006,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4403
2229,0.7929999999999999,129,3,3,0.0037586266722922494,-0.38925,0.3333333333333333,1,7,other,advmod,reviews-294978-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3525
2230,0.0335,130,7,4,1.7763886233964804e-05,0.0,0.75,3,2,other,root,reviews-257735-0003,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3549
2231,0.0687,131,3,11,0.022202272580076426,0.0,0.4545454545454545,9,2,other,cop,reviews-335490-0004,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,5314
2232,0.0831,132,7,6,0.0006447610383881966,0.0,0.6666666666666666,5,3,other,root,reviews-227515-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,8041
2233,0.0121,133,1,3,0.09994524792307666,0.0,1.0,3,1,other,punct,reviews-325330-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,5164
2234,0.0272,134,1,9,0.0,0.041280000000000004,0.8888888888888888,1,1,all_upper,det,reviews-128808-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4466
2235,0.0987,135,4,3,0.0012217169450663232,0.00472,1.0,2,2,other,root,reviews-354474-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3770
2236,0.11900000000000001,136,6,4,0.0,0.29757,0.75,1,3,first_upper,advmod,reviews-085009-0004,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3431
2237,0.0787,137,4,11,0.00029373152820400184,0.0,0.2727272727272727,7,4,other,advmod,reviews-138110-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4408
2238,0.0444,138,8,10,0.00035293440351651773,0.08507999999999999,0.4,9,2,other,ccomp,reviews-290238-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4901
2239,0.0172,139,2,9,0.00039361748254255964,0.0,1.0,7,1,other,nmod:poss,reviews-254908-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,6817
2240,0.13,140,9,8,7.649809731392501e-06,0.36457,0.375,6,4,other,parataxis,reviews-227605-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4417
2241,1.0,141,5,1,4.36311282308276e-05,-0.03633,1.0,1,7,other,root,reviews-275595-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3720
2242,0.0858,142,3,8,0.04855627529615195,0.0,0.625,6,2,other,cc,reviews-058009-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3966
2243,0.0734,143,3,6,0.022202272580076426,0.0,0.5,3,2,other,cop,reviews-005760-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3645
2244,0.0672,144,4,10,0.0,0.049139999999999996,0.6,1,2,first_upper,aux,reviews-178726-0008,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4526
2245,0.14400000000000002,145,7,4,0.0,0.0,0.5,1,4,first_upper,nsubj,reviews-056408-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4740
2246,0.20199999999999999,146,3,4,0.0,0.0,1.0,1,4,first_upper,cc,reviews-030395-0004,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4722
2247,0.534,147,11,2,0.0,0.6152,0.5,1,6,first_upper,root,reviews-139152-0001,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4408
2248,0.135,148,3,8,0.0009118089417386256,0.06617999999999999,0.625,1,3,other,advmod,reviews-171877-0004,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,4273
2249,0.914,149,8,2,0.0,-0.64915,0.5,1,7,first_upper,root,reviews-174824-0002,754e853ac69f3e1e07b9db5a819d8fd31bd6e9316619ccb6d7332a88e6bb062d,saliency,bars__saliency-corrected__saliency,3087
2250,0.0451,0,7,6,0.0,0.0,0.8333333333333334,2,1,first_upper,root,reviews-152281-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,35300
2251,0.21100000000000002,1,9,10,1.7053330784606213e-05,0.8192299999999999,0.1,2,5,other,amod,reviews-011806-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,18551
2252,0.371,2,5,6,0.0,0.64445,0.3333333333333333,1,6,first_upper,amod,reviews-286172-0002,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,7884
2253,0.191,3,8,5,1.5828756499541407e-05,0.0,0.4,2,3,other,root,reviews-252791-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,9165
2254,0.157,4,1,3,0.09994524792307666,0.0,1.0,3,3,other,punct,reviews-216281-0008,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,6507
2255,0.0141,5,3,9,0.04855627529615195,0.0,0.7777777777777778,7,1,other,cc,reviews-058878-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,6069
2256,0.18600000000000003,6,4,9,4.0123705587185184e-05,0.48036999999999996,0.2222222222222222,4,5,other,amod,reviews-362073-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,10869
2257,0.669,7,3,3,0.0,-0.38925,0.3333333333333333,1,7,first_upper,advmod,reviews-341750-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4555
2258,0.018000000000000002,8,4,4,0.00014300306373367922,0.67324,1.0,3,1,other,root,reviews-178726-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4726
2259,0.774,9,10,3,0.0,0.69604,0.3333333333333333,1,7,other,root,reviews-107608-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,5651
2260,0.325,10,1,4,0.0005077750186724901,0.0,0.5,4,6,other,punct,reviews-287360-0002,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4768
2261,0.43700000000000006,11,12,3,0.00034467986574311795,0.35669,0.6666666666666666,2,6,other,root,reviews-287360-0005,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,9237
2262,0.12300000000000001,12,4,10,3.820369405381197e-05,0.0,0.4,8,3,other,nmod,reviews-211933-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,7229
2263,0.14400000000000002,13,3,6,0.0,0.0,0.3333333333333333,1,3,first_upper,det,reviews-103878-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,6023
2264,0.325,14,1,3,0.0005077750186724901,0.0,0.6666666666666666,3,5,other,punct,reviews-287360-0004,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4882
2265,0.18,15,10,2,0.0,0.0,1.0,2,2,first_upper,root,reviews-268952-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4102
2266,0.0744,16,1,5,0.09994524792307666,0.0,1.0,5,2,other,punct,reviews-130647-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4636
2267,0.0183,17,2,6,0.037126718765600086,0.0,0.8333333333333334,2,1,other,case,reviews-200668-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4384
2268,0.0496,18,1,6,0.10789649946520877,0.0,1.0,3,1,other,punct,reviews-334808-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4135
2269,0.168,19,3,7,0.04855627529615195,0.0,0.2857142857142857,4,3,other,cc,reviews-302465-0002,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,8926
2270,0.535,20,9,3,7.649809731392501e-06,0.36457,0.3333333333333333,2,7,other,root,reviews-216281-0006,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,6987
2271,0.9470000000000001,21,5,3,0.0,-0.42718,0.3333333333333333,1,7,first_upper,advmod,reviews-024306-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,5887
2272,0.24,22,8,7,4.2028598919508224e-05,0.5615100000000001,0.14285714285714285,4,4,other,amod,reviews-250878-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4617
2273,0.392,23,5,6,0.0006918391164584659,0.64445,0.16666666666666666,4,6,other,amod,reviews-303728-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,7831
2274,0.13,24,1,6,0.0005077750186724901,0.0,0.5,6,3,other,punct,reviews-264993-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4490
2275,0.0303,25,6,5,0.00017237772837418446,0.02069,0.8,5,1,other,conj,reviews-122564-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,19991
2276,0.0131,26,1,3,0.09994524792307666,0.0,1.0,3,1,other,punct,reviews-346074-0002,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,5557
2277,0.29600000000000004,27,4,3,0.00015136342891443032,0.0,0.3333333333333333,2,6,other,root,reviews-351950-0001,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,4945
2278,0.122,28,5,6,5.896098409571298e-05,0.2903,0.8333333333333334,5,3,other,amod,reviews-199045-0002,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,5291
2279,0.00448,29,7,5,0.00015970867589413124,0.12652,1.0,4,1,other,root,reviews-139152-0002,36297f9a6fc746455cdcee38215297cf2bc31ed62959f75badc1fc51b526dda1,bars,bars__saliency-corrected__saliency,5501
