,saliency,display_index,word_length,sentence_length,relative_word_frequency,normalized_saliency_rank,word_position,human_importance_rating,capitalization,dependency_relation,sentence_id,worker_id,completion_time_ms
109,0.652392676640021,109,3,8,0.0024898357377077514,0.75,2,6,other,case,w01022092,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4417
110,0.8284201351472193,110,1,13,0.0005468987844421865,0.15384615384615385,13,7,other,punct,01073023,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3723
111,0.37906023682687773,111,3,9,0.0022832438408862806,0.6666666666666666,3,4,other,advmod,01144041,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3529
112,0.6714434867466472,112,11,17,8.80104019708749e-06,0.35294117647058826,6,5,other,root,w03010096,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3784
113,0.816876804210249,113,3,9,0.013765703394605923,0.3333333333333333,5,6,other,case,01080039,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3183
114,0.6003651168626696,114,14,18,0.0,0.2222222222222222,9,6,first_upper,nmod,w02013033,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,2884
115,0.4762857309361421,115,7,12,7.146373086862707e-05,0.6666666666666666,5,6,other,aux,02050052,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3700
116,0.6908113200990154,116,3,13,0.052483554263591484,0.2307692307692308,9,5,other,det,w01139090,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4202
117,0.7315842765676377,117,5,15,4.3611658537600204e-05,0.4,6,6,other,root,01110008,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4307
118,0.2951103410315401,118,2,16,0.03782688865537511,0.8125,6,5,other,case,02052023,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4363
119,0.5447626448250082,119,5,9,0.0002809177545834592,0.4444444444444444,8,6,other,acl:relcl,01047048,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3859
120,0.41964424352708174,120,3,12,0.002197165374568425,0.5833333333333334,6,5,other,aux,01118010,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4021
121,0.3979138570813932,121,3,15,0.04374771689479338,0.8666666666666667,12,5,other,cc,01087018,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4184
122,0.7411472657698626,122,16,16,0.0,0.4375,15,6,first_upper,conj,01020017,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3302
123,0.6744982895304832,123,3,11,0.002197165374568425,0.4545454545454545,4,6,other,aux,w01032139,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3209
124,0.4200514283617818,124,7,15,0.0,0.6,6,5,first_upper,obl,w01071043,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,6834
125,0.0012402452975317502,125,3,17,0.0,1.0,1,1,first_upper,case,01119011,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,8087
126,0.6211457101387059,126,6,13,0.0,0.4615384615384616,2,6,first_upper,amod,01066093,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4584
127,0.3921009274769292,127,5,11,0.0006485042891565299,0.8181818181818182,3,5,other,amod,01050019,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4346
128,0.4989142080638687,128,4,12,0.0008504273414832039,0.3333333333333333,9,5,other,advmod,w02007008,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3451
129,0.14380865050652636,129,1,12,0.11371460906307147,0.75,12,3,other,punct,w01079038,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,6101
130,0.227781335459035,130,3,9,0.0133089973838908,0.7777777777777778,2,3,other,cop,01129010,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4706
131,0.4064044308992587,131,5,12,0.0019751001042297173,0.3333333333333333,2,3,other,aux,w01139043,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4536
132,0.42735624118660187,132,1,9,0.11371460906307147,0.6666666666666666,9,3,other,punct,01117014,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4658
